GTS_CITY_ID,GTS_CITY_NAME,GTS_CITY_DESCRIPTION,GTS_CITY_STATUS,GTS_COUNTRY_ID,GTS_STATE_ID
429,Toronto,Toronto is a major city known for its culture.,FALSE,25,18
430,Cairo,Cairo is a major city known for its culture.,FALSE,9,1
431,Toronto,Toronto is a major city known for its culture.,TRUE,24,28
432,Barcelona,Barcelona is a major city known for its culture.,FALSE,28,19
433,Sydney,Sydney is a major city known for its culture.,TRUE,23,20
434,Paris,Paris is a major city known for its culture.,FALSE,21,14
435,Warsaw,Warsaw is a major city known for its culture.,TRUE,8,8
436,Riyadh,Riyadh is a major city known for its culture.,FALSE,16,7
437,Lahore,Lahore is a major city known for its culture.,TRUE,10,5
438,Moscow,Moscow is a major city known for its culture.,FALSE,9,5
439,Manila,Manila is a major city known for its culture.,TRUE,12,21
440,Sydney,Sydney is a major city known for its culture.,FALSE,18,6
441,Paris,Paris is a major city known for its culture.,TRUE,11,30
442,Cairo,Cairo is a major city known for its culture.,TRUE,12,5
443,Lagos,Lagos is a major city known for its culture.,TRUE,28,24
444,Nairobi,Nairobi is a major city known for its culture.,FALSE,22,13
445,Riyadh,Riyadh is a major city known for its culture.,FALSE,22,25
446,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,11,23
447,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,28,11
448,Sydney,Sydney is a major city known for its culture.,TRUE,12,25
449,Medellín,Medellín is a major city known for its culture.,TRUE,24,24
450,Manila,Manila is a major city known for its culture.,FALSE,22,18
451,Stockholm,Stockholm is a major city known for its culture.,TRUE,3,1
452,Riyadh,Riyadh is a major city known for its culture.,FALSE,22,20
453,Medellín,Medellín is a major city known for its culture.,FALSE,27,1
454,Riyadh,Riyadh is a major city known for its culture.,FALSE,29,26
455,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,9,7
456,Stockholm,Stockholm is a major city known for its culture.,FALSE,20,2
457,Seoul,Seoul is a major city known for its culture.,FALSE,1,12
458,London,London is a major city known for its culture.,FALSE,8,25
459,Jakarta,Jakarta is a major city known for its culture.,FALSE,12,19
460,Cape Town,Cape Town is a major city known for its culture.,TRUE,10,19
461,Warsaw,Warsaw is a major city known for its culture.,FALSE,13,18
462,Paris,Paris is a major city known for its culture.,TRUE,2,14
463,London,London is a major city known for its culture.,TRUE,12,20
464,Riyadh,Riyadh is a major city known for its culture.,FALSE,30,25
465,Toronto,Toronto is a major city known for its culture.,TRUE,13,20
466,São Paulo,São Paulo is a major city known for its culture.,TRUE,12,18
467,Barcelona,Barcelona is a major city known for its culture.,TRUE,5,9
468,Sydney,Sydney is a major city known for its culture.,TRUE,25,8
469,Tokyo,Tokyo is a major city known for its culture.,TRUE,17,9
470,Lagos,Lagos is a major city known for its culture.,TRUE,5,30
471,Nairobi,Nairobi is a major city known for its culture.,FALSE,7,14
472,Seoul,Seoul is a major city known for its culture.,FALSE,3,18
473,Hanoi,Hanoi is a major city known for its culture.,TRUE,12,30
474,Riyadh,Riyadh is a major city known for its culture.,FALSE,2,25
475,Paris,Paris is a major city known for its culture.,FALSE,1,10
476,São Paulo,São Paulo is a major city known for its culture.,FALSE,18,30
477,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,3,23
478,São Paulo,São Paulo is a major city known for its culture.,FALSE,29,2
479,Riyadh,Riyadh is a major city known for its culture.,TRUE,27,18
480,Moscow,Moscow is a major city known for its culture.,FALSE,21,16
481,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,18,27
482,Stockholm,Stockholm is a major city known for its culture.,FALSE,3,11
483,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,23,18
484,Stockholm,Stockholm is a major city known for its culture.,FALSE,20,28
485,Milan,Milan is a major city known for its culture.,TRUE,8,6
486,Nairobi,Nairobi is a major city known for its culture.,TRUE,6,22
487,London,London is a major city known for its culture.,TRUE,26,5
488,Stockholm,Stockholm is a major city known for its culture.,TRUE,29,16
489,Lahore,Lahore is a major city known for its culture.,TRUE,22,28
490,Riyadh,Riyadh is a major city known for its culture.,FALSE,8,18
491,São Paulo,São Paulo is a major city known for its culture.,FALSE,12,25
492,Paris,Paris is a major city known for its culture.,TRUE,10,1
493,Medellín,Medellín is a major city known for its culture.,TRUE,14,6
494,Milan,Milan is a major city known for its culture.,TRUE,7,5
495,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,2,7
496,Lagos,Lagos is a major city known for its culture.,TRUE,11,7
497,Riyadh,Riyadh is a major city known for its culture.,TRUE,13,30
498,Nairobi,Nairobi is a major city known for its culture.,TRUE,20,19
499,Barcelona,Barcelona is a major city known for its culture.,FALSE,28,4
500,Cairo,Cairo is a major city known for its culture.,TRUE,30,12
501,Cape Town,Cape Town is a major city known for its culture.,FALSE,28,29
502,Moscow,Moscow is a major city known for its culture.,TRUE,19,11
503,Toronto,Toronto is a major city known for its culture.,TRUE,18,23
504,Tokyo,Tokyo is a major city known for its culture.,TRUE,2,18
505,Paris,Paris is a major city known for its culture.,TRUE,9,7
506,Istanbul,Istanbul is a major city known for its culture.,FALSE,8,12
507,Stockholm,Stockholm is a major city known for its culture.,FALSE,20,8
508,Medellín,Medellín is a major city known for its culture.,FALSE,11,28
509,Sydney,Sydney is a major city known for its culture.,TRUE,17,9
510,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,9,1
511,Manila,Manila is a major city known for its culture.,TRUE,18,7
512,Tokyo,Tokyo is a major city known for its culture.,TRUE,27,25
513,London,London is a major city known for its culture.,FALSE,28,29
514,Istanbul,Istanbul is a major city known for its culture.,TRUE,18,24
515,Jakarta,Jakarta is a major city known for its culture.,TRUE,14,15
516,Munich,Munich is a major city known for its culture.,FALSE,17,2
517,Toronto,Toronto is a major city known for its culture.,FALSE,20,8
518,Nairobi,Nairobi is a major city known for its culture.,TRUE,30,22
519,Bangkok,Bangkok is a major city known for its culture.,FALSE,1,15
520,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,13,14
521,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,11,27
522,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,21,13
523,Lahore,Lahore is a major city known for its culture.,TRUE,16,17
524,Tokyo,Tokyo is a major city known for its culture.,TRUE,12,3
525,Mumbai,Mumbai is a major city known for its culture.,FALSE,3,9
526,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,28,22
527,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,4,14
528,Medellín,Medellín is a major city known for its culture.,FALSE,17,6
529,Barcelona,Barcelona is a major city known for its culture.,FALSE,27,3
530,Istanbul,Istanbul is a major city known for its culture.,FALSE,11,17
531,Barcelona,Barcelona is a major city known for its culture.,TRUE,29,19
532,Jakarta,Jakarta is a major city known for its culture.,TRUE,12,24
533,Riyadh,Riyadh is a major city known for its culture.,FALSE,10,11
534,Cape Town,Cape Town is a major city known for its culture.,FALSE,20,23
535,Medellín,Medellín is a major city known for its culture.,TRUE,24,27
536,Nairobi,Nairobi is a major city known for its culture.,FALSE,9,26
537,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,6,16
538,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,14,17
539,Istanbul,Istanbul is a major city known for its culture.,FALSE,20,29
540,Mumbai,Mumbai is a major city known for its culture.,FALSE,21,30
541,Cape Town,Cape Town is a major city known for its culture.,FALSE,6,12
542,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,16,29
543,Riyadh,Riyadh is a major city known for its culture.,TRUE,11,8
544,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,15,5
545,Nairobi,Nairobi is a major city known for its culture.,TRUE,29,13
546,São Paulo,São Paulo is a major city known for its culture.,TRUE,20,3
547,Toronto,Toronto is a major city known for its culture.,FALSE,6,6
548,London,London is a major city known for its culture.,TRUE,18,26
549,Tokyo,Tokyo is a major city known for its culture.,TRUE,16,9
550,Seoul,Seoul is a major city known for its culture.,TRUE,16,15
551,Stockholm,Stockholm is a major city known for its culture.,TRUE,24,30
552,London,London is a major city known for its culture.,TRUE,14,2
553,Medellín,Medellín is a major city known for its culture.,FALSE,20,30
554,Manila,Manila is a major city known for its culture.,FALSE,25,1
555,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,30,16
556,London,London is a major city known for its culture.,FALSE,19,4
557,Stockholm,Stockholm is a major city known for its culture.,TRUE,18,10
558,Istanbul,Istanbul is a major city known for its culture.,FALSE,18,11
559,Mumbai,Mumbai is a major city known for its culture.,FALSE,6,11
560,Hanoi,Hanoi is a major city known for its culture.,FALSE,26,25
561,Jakarta,Jakarta is a major city known for its culture.,TRUE,10,24
562,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,6,29
563,Hanoi,Hanoi is a major city known for its culture.,TRUE,12,18
564,Riyadh,Riyadh is a major city known for its culture.,FALSE,3,11
565,Medellín,Medellín is a major city known for its culture.,FALSE,28,10
566,Stockholm,Stockholm is a major city known for its culture.,TRUE,23,23
567,Manila,Manila is a major city known for its culture.,TRUE,26,27
568,Sydney,Sydney is a major city known for its culture.,TRUE,2,17
569,Nairobi,Nairobi is a major city known for its culture.,FALSE,23,18
570,Lagos,Lagos is a major city known for its culture.,TRUE,13,24
571,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,11,22
572,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,9,21
573,Seoul,Seoul is a major city known for its culture.,TRUE,15,20
574,Cape Town,Cape Town is a major city known for its culture.,TRUE,14,17
575,Milan,Milan is a major city known for its culture.,FALSE,11,1
576,Warsaw,Warsaw is a major city known for its culture.,FALSE,27,24
577,Stockholm,Stockholm is a major city known for its culture.,FALSE,18,10
578,Barcelona,Barcelona is a major city known for its culture.,TRUE,7,29
579,Nairobi,Nairobi is a major city known for its culture.,TRUE,16,9
580,Munich,Munich is a major city known for its culture.,TRUE,21,21
581,Moscow,Moscow is a major city known for its culture.,FALSE,7,10
582,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,15,16
583,Munich,Munich is a major city known for its culture.,FALSE,11,4
584,Lahore,Lahore is a major city known for its culture.,FALSE,3,13
585,Seoul,Seoul is a major city known for its culture.,TRUE,19,22
586,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,29,11
587,São Paulo,São Paulo is a major city known for its culture.,TRUE,21,21
588,Toronto,Toronto is a major city known for its culture.,TRUE,11,19
589,London,London is a major city known for its culture.,TRUE,7,10
590,Riyadh,Riyadh is a major city known for its culture.,FALSE,5,14
591,Cape Town,Cape Town is a major city known for its culture.,TRUE,10,1
592,Warsaw,Warsaw is a major city known for its culture.,TRUE,17,2
593,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,19,8
594,Paris,Paris is a major city known for its culture.,TRUE,23,7
595,Tokyo,Tokyo is a major city known for its culture.,FALSE,21,23
596,Warsaw,Warsaw is a major city known for its culture.,TRUE,28,23
597,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,9,29
598,Munich,Munich is a major city known for its culture.,FALSE,27,30
599,Manila,Manila is a major city known for its culture.,FALSE,23,20
600,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,27,1
601,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,10,10
602,Milan,Milan is a major city known for its culture.,TRUE,9,25
603,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,22,1
604,Stockholm,Stockholm is a major city known for its culture.,TRUE,16,3
605,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,6,22
606,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,19,23
607,Mumbai,Mumbai is a major city known for its culture.,TRUE,21,16
608,Cape Town,Cape Town is a major city known for its culture.,TRUE,12,15
609,Nairobi,Nairobi is a major city known for its culture.,TRUE,15,9
610,Milan,Milan is a major city known for its culture.,FALSE,29,4
611,Paris,Paris is a major city known for its culture.,FALSE,25,7
612,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,5,13
613,Cape Town,Cape Town is a major city known for its culture.,TRUE,1,17
614,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,12,28
615,Warsaw,Warsaw is a major city known for its culture.,TRUE,26,10
616,Munich,Munich is a major city known for its culture.,TRUE,27,28
617,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,28,23
618,Paris,Paris is a major city known for its culture.,TRUE,12,14
619,Medellín,Medellín is a major city known for its culture.,TRUE,16,10
620,Moscow,Moscow is a major city known for its culture.,FALSE,2,21
621,Nairobi,Nairobi is a major city known for its culture.,TRUE,6,11
622,Moscow,Moscow is a major city known for its culture.,FALSE,10,2
623,Lahore,Lahore is a major city known for its culture.,TRUE,14,29
624,Barcelona,Barcelona is a major city known for its culture.,TRUE,8,13
625,Riyadh,Riyadh is a major city known for its culture.,FALSE,20,20
626,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,26,4
627,Barcelona,Barcelona is a major city known for its culture.,TRUE,5,1
628,Cape Town,Cape Town is a major city known for its culture.,FALSE,5,15
629,Munich,Munich is a major city known for its culture.,TRUE,11,24
630,Hanoi,Hanoi is a major city known for its culture.,FALSE,24,3
631,Lahore,Lahore is a major city known for its culture.,FALSE,23,8
632,Moscow,Moscow is a major city known for its culture.,TRUE,11,1
633,Stockholm,Stockholm is a major city known for its culture.,TRUE,13,19
634,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,12,8
635,Manila,Manila is a major city known for its culture.,TRUE,18,10
636,Lahore,Lahore is a major city known for its culture.,TRUE,21,12
637,Nairobi,Nairobi is a major city known for its culture.,FALSE,3,12
638,Sydney,Sydney is a major city known for its culture.,FALSE,21,5
639,Nairobi,Nairobi is a major city known for its culture.,FALSE,11,9
640,Tokyo,Tokyo is a major city known for its culture.,TRUE,1,3
641,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,15,9
642,Stockholm,Stockholm is a major city known for its culture.,FALSE,10,9
643,Jakarta,Jakarta is a major city known for its culture.,FALSE,20,3
644,Paris,Paris is a major city known for its culture.,TRUE,27,24
645,Warsaw,Warsaw is a major city known for its culture.,FALSE,30,6
646,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,14,24
647,Paris,Paris is a major city known for its culture.,FALSE,13,30
648,Istanbul,Istanbul is a major city known for its culture.,FALSE,21,11
649,Lahore,Lahore is a major city known for its culture.,FALSE,6,22
650,Paris,Paris is a major city known for its culture.,TRUE,2,24
651,Jakarta,Jakarta is a major city known for its culture.,TRUE,4,19
652,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,26,7
653,Mumbai,Mumbai is a major city known for its culture.,FALSE,13,12
654,Riyadh,Riyadh is a major city known for its culture.,FALSE,21,21
655,Nairobi,Nairobi is a major city known for its culture.,TRUE,23,6
656,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,25,6
657,Warsaw,Warsaw is a major city known for its culture.,TRUE,15,25
658,Hanoi,Hanoi is a major city known for its culture.,TRUE,5,9
659,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,25,21
660,Istanbul,Istanbul is a major city known for its culture.,TRUE,6,7
661,Cairo,Cairo is a major city known for its culture.,TRUE,17,3
662,Cape Town,Cape Town is a major city known for its culture.,FALSE,1,28
663,Istanbul,Istanbul is a major city known for its culture.,FALSE,8,3
664,Moscow,Moscow is a major city known for its culture.,FALSE,13,6
665,Hanoi,Hanoi is a major city known for its culture.,TRUE,13,17
666,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,20,20
667,Bangkok,Bangkok is a major city known for its culture.,FALSE,15,19
668,Jakarta,Jakarta is a major city known for its culture.,FALSE,30,9
669,Jakarta,Jakarta is a major city known for its culture.,TRUE,1,4
670,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,13,14
671,Istanbul,Istanbul is a major city known for its culture.,FALSE,28,24
672,Moscow,Moscow is a major city known for its culture.,FALSE,20,8
673,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,23,4
674,Manila,Manila is a major city known for its culture.,TRUE,12,2
675,Toronto,Toronto is a major city known for its culture.,FALSE,24,18
676,Cape Town,Cape Town is a major city known for its culture.,FALSE,25,2
677,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,2,1
678,Lahore,Lahore is a major city known for its culture.,TRUE,7,25
679,Mumbai,Mumbai is a major city known for its culture.,TRUE,30,15
680,Cape Town,Cape Town is a major city known for its culture.,FALSE,6,27
681,Tokyo,Tokyo is a major city known for its culture.,TRUE,25,14
682,Riyadh,Riyadh is a major city known for its culture.,TRUE,6,29
683,Lahore,Lahore is a major city known for its culture.,FALSE,29,8
684,Jakarta,Jakarta is a major city known for its culture.,TRUE,14,17
685,Cairo,Cairo is a major city known for its culture.,TRUE,20,26
686,Toronto,Toronto is a major city known for its culture.,FALSE,11,6
687,Warsaw,Warsaw is a major city known for its culture.,FALSE,1,21
688,Paris,Paris is a major city known for its culture.,FALSE,24,30
689,Paris,Paris is a major city known for its culture.,TRUE,21,8
690,Mumbai,Mumbai is a major city known for its culture.,FALSE,16,21
691,Seoul,Seoul is a major city known for its culture.,TRUE,29,8
692,Medellín,Medellín is a major city known for its culture.,FALSE,12,6
693,Riyadh,Riyadh is a major city known for its culture.,FALSE,16,1
694,Istanbul,Istanbul is a major city known for its culture.,FALSE,9,9
695,Medellín,Medellín is a major city known for its culture.,TRUE,9,17
696,Toronto,Toronto is a major city known for its culture.,FALSE,26,26
697,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,26,5
698,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,4,7
699,Toronto,Toronto is a major city known for its culture.,FALSE,11,2
700,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,12,7
701,Medellín,Medellín is a major city known for its culture.,FALSE,16,19
702,Lagos,Lagos is a major city known for its culture.,FALSE,1,2
703,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,15,13
704,Seoul,Seoul is a major city known for its culture.,TRUE,22,15
705,Bangkok,Bangkok is a major city known for its culture.,TRUE,6,4
706,Istanbul,Istanbul is a major city known for its culture.,TRUE,4,7
707,São Paulo,São Paulo is a major city known for its culture.,TRUE,18,28
708,Toronto,Toronto is a major city known for its culture.,FALSE,23,13
709,Lahore,Lahore is a major city known for its culture.,TRUE,9,30
710,Seoul,Seoul is a major city known for its culture.,TRUE,20,17
711,Warsaw,Warsaw is a major city known for its culture.,FALSE,30,28
712,Stockholm,Stockholm is a major city known for its culture.,TRUE,21,27
713,Jakarta,Jakarta is a major city known for its culture.,TRUE,14,15
714,Cairo,Cairo is a major city known for its culture.,FALSE,17,21
715,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,17,2
716,Mumbai,Mumbai is a major city known for its culture.,TRUE,14,24
717,Barcelona,Barcelona is a major city known for its culture.,FALSE,6,1
718,Lahore,Lahore is a major city known for its culture.,TRUE,16,8
719,Istanbul,Istanbul is a major city known for its culture.,TRUE,29,1
720,Jakarta,Jakarta is a major city known for its culture.,FALSE,3,4
721,London,London is a major city known for its culture.,TRUE,11,15
722,Moscow,Moscow is a major city known for its culture.,TRUE,3,17
723,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,13,3
724,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,27,7
725,Warsaw,Warsaw is a major city known for its culture.,TRUE,27,22
726,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,28,21
727,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,21,2
728,Riyadh,Riyadh is a major city known for its culture.,TRUE,25,15
729,São Paulo,São Paulo is a major city known for its culture.,FALSE,22,4
730,São Paulo,São Paulo is a major city known for its culture.,FALSE,26,9
731,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,13,11
732,Lagos,Lagos is a major city known for its culture.,FALSE,14,9
733,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,29,29
734,London,London is a major city known for its culture.,TRUE,15,28
735,Warsaw,Warsaw is a major city known for its culture.,TRUE,9,30
736,Munich,Munich is a major city known for its culture.,FALSE,18,3
737,Tokyo,Tokyo is a major city known for its culture.,FALSE,24,26
738,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,5,16
739,Seoul,Seoul is a major city known for its culture.,FALSE,27,3
740,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,19,20
741,Moscow,Moscow is a major city known for its culture.,FALSE,19,21
742,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,23,4
743,Stockholm,Stockholm is a major city known for its culture.,TRUE,23,30
744,Manila,Manila is a major city known for its culture.,FALSE,19,21
745,Tokyo,Tokyo is a major city known for its culture.,TRUE,8,17
746,Munich,Munich is a major city known for its culture.,FALSE,13,17
747,Sydney,Sydney is a major city known for its culture.,TRUE,30,15
748,Hanoi,Hanoi is a major city known for its culture.,FALSE,27,29
749,Warsaw,Warsaw is a major city known for its culture.,TRUE,2,23
750,Milan,Milan is a major city known for its culture.,FALSE,23,4
751,London,London is a major city known for its culture.,FALSE,3,5
752,Istanbul,Istanbul is a major city known for its culture.,FALSE,28,6
753,Stockholm,Stockholm is a major city known for its culture.,FALSE,29,16
754,Jakarta,Jakarta is a major city known for its culture.,TRUE,19,7
755,Stockholm,Stockholm is a major city known for its culture.,TRUE,14,15
756,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,22,6
757,Stockholm,Stockholm is a major city known for its culture.,FALSE,12,12
758,Seoul,Seoul is a major city known for its culture.,FALSE,6,8
759,Lagos,Lagos is a major city known for its culture.,FALSE,5,2
760,Stockholm,Stockholm is a major city known for its culture.,TRUE,11,1
761,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,10,12
762,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,12,9
763,Seoul,Seoul is a major city known for its culture.,FALSE,7,1
764,Jakarta,Jakarta is a major city known for its culture.,TRUE,11,20
765,Seoul,Seoul is a major city known for its culture.,TRUE,29,10
766,Munich,Munich is a major city known for its culture.,FALSE,4,11
767,São Paulo,São Paulo is a major city known for its culture.,FALSE,11,3
768,Munich,Munich is a major city known for its culture.,FALSE,23,14
769,Manila,Manila is a major city known for its culture.,FALSE,23,13
770,Barcelona,Barcelona is a major city known for its culture.,TRUE,10,2
771,Barcelona,Barcelona is a major city known for its culture.,TRUE,17,13
772,Seoul,Seoul is a major city known for its culture.,FALSE,29,23
773,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,27,9
774,Paris,Paris is a major city known for its culture.,FALSE,28,19
775,Seoul,Seoul is a major city known for its culture.,FALSE,27,8
776,Seoul,Seoul is a major city known for its culture.,TRUE,28,14
777,Paris,Paris is a major city known for its culture.,TRUE,28,12
778,Tokyo,Tokyo is a major city known for its culture.,FALSE,23,5
779,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,9,30
780,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,8,6
781,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,2,22
782,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,8,14
783,Riyadh,Riyadh is a major city known for its culture.,FALSE,14,21
784,Mumbai,Mumbai is a major city known for its culture.,TRUE,23,9
785,Hanoi,Hanoi is a major city known for its culture.,FALSE,4,18
786,London,London is a major city known for its culture.,TRUE,28,16
787,Barcelona,Barcelona is a major city known for its culture.,TRUE,16,20
788,Hanoi,Hanoi is a major city known for its culture.,TRUE,14,13
789,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,7,1
790,Nairobi,Nairobi is a major city known for its culture.,FALSE,18,18
791,Seoul,Seoul is a major city known for its culture.,TRUE,1,15
792,Cape Town,Cape Town is a major city known for its culture.,TRUE,9,2
793,Medellín,Medellín is a major city known for its culture.,TRUE,14,4
794,Medellín,Medellín is a major city known for its culture.,FALSE,1,21
795,Riyadh,Riyadh is a major city known for its culture.,FALSE,5,5
796,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,12,22
797,Cape Town,Cape Town is a major city known for its culture.,TRUE,3,11
798,Cairo,Cairo is a major city known for its culture.,TRUE,9,16
799,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,7,24
800,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,23,21
801,Warsaw,Warsaw is a major city known for its culture.,TRUE,26,18
802,Moscow,Moscow is a major city known for its culture.,TRUE,15,7
803,Manila,Manila is a major city known for its culture.,FALSE,11,21
804,Moscow,Moscow is a major city known for its culture.,FALSE,20,20
805,Warsaw,Warsaw is a major city known for its culture.,FALSE,10,11
806,Munich,Munich is a major city known for its culture.,TRUE,8,25
807,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,16,19
808,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,12,22
809,São Paulo,São Paulo is a major city known for its culture.,TRUE,8,15
810,Paris,Paris is a major city known for its culture.,FALSE,11,29
811,São Paulo,São Paulo is a major city known for its culture.,TRUE,14,22
812,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,6,19
813,Riyadh,Riyadh is a major city known for its culture.,FALSE,1,23
814,Seoul,Seoul is a major city known for its culture.,TRUE,21,30
815,Medellín,Medellín is a major city known for its culture.,FALSE,23,29
816,Paris,Paris is a major city known for its culture.,TRUE,6,30
817,Mumbai,Mumbai is a major city known for its culture.,FALSE,25,21
818,Moscow,Moscow is a major city known for its culture.,FALSE,7,10
819,Sydney,Sydney is a major city known for its culture.,FALSE,24,25
820,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,3,20
821,Barcelona,Barcelona is a major city known for its culture.,TRUE,3,7
822,Lagos,Lagos is a major city known for its culture.,FALSE,10,18
823,Medellín,Medellín is a major city known for its culture.,TRUE,21,18
824,Jakarta,Jakarta is a major city known for its culture.,TRUE,29,29
825,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,15,10
826,Nairobi,Nairobi is a major city known for its culture.,TRUE,17,26
827,Munich,Munich is a major city known for its culture.,TRUE,29,19
828,Manila,Manila is a major city known for its culture.,TRUE,12,30
829,Toronto,Toronto is a major city known for its culture.,TRUE,30,3
830,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,29,23
831,Seoul,Seoul is a major city known for its culture.,FALSE,18,19
832,Manila,Manila is a major city known for its culture.,FALSE,18,5
833,São Paulo,São Paulo is a major city known for its culture.,FALSE,9,29
834,São Paulo,São Paulo is a major city known for its culture.,TRUE,5,19
835,Mumbai,Mumbai is a major city known for its culture.,FALSE,9,8
836,Jakarta,Jakarta is a major city known for its culture.,FALSE,27,16
837,Milan,Milan is a major city known for its culture.,TRUE,24,20
838,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,17,8
839,Moscow,Moscow is a major city known for its culture.,TRUE,16,13
840,London,London is a major city known for its culture.,FALSE,5,4
841,Warsaw,Warsaw is a major city known for its culture.,TRUE,9,17
842,Warsaw,Warsaw is a major city known for its culture.,TRUE,19,13
843,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,5,7
844,Warsaw,Warsaw is a major city known for its culture.,TRUE,10,20
845,Lahore,Lahore is a major city known for its culture.,TRUE,25,27
846,Istanbul,Istanbul is a major city known for its culture.,TRUE,20,1
847,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,23,18
848,Lagos,Lagos is a major city known for its culture.,TRUE,19,25
849,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,13,21
850,Bangkok,Bangkok is a major city known for its culture.,FALSE,8,13
851,Tokyo,Tokyo is a major city known for its culture.,TRUE,27,29
852,Cairo,Cairo is a major city known for its culture.,FALSE,16,15
853,Seoul,Seoul is a major city known for its culture.,TRUE,4,27
854,Tokyo,Tokyo is a major city known for its culture.,TRUE,16,25
855,Medellín,Medellín is a major city known for its culture.,FALSE,3,18
