GTS_DEGREE_ID,GTS_DEGREE_NAME,GTS_DEGREE_DESCRIPTION,GTS_DEGREE_STATUS
294,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
295,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
296,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
297,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
298,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
299,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
300,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
301,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
302,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
303,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
304,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
305,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
306,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
307,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
308,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
309,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
310,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
311,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
312,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
313,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
314,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
315,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
316,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
317,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
318,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
319,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
320,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
321,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
322,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
323,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
324,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
325,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
326,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
327,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
328,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
329,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
330,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
331,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
332,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
333,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
334,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
335,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
336,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
337,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
338,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
339,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
340,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
341,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
342,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
343,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
344,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
345,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
346,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
347,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
348,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
349,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
350,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
351,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
352,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
353,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
354,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
355,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
356,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
357,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
358,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
359,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
360,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
361,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
362,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
363,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
364,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
365,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
366,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
367,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
368,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
369,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
370,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
371,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
372,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
373,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
374,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
375,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
376,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
377,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
378,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
379,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
380,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
381,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
382,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
383,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
384,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
385,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
386,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
387,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
388,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
389,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
390,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
391,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
392,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
393,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
394,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
395,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
396,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
397,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
398,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
399,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
400,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
401,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
402,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
403,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
404,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
405,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
406,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
407,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
408,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
409,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
410,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
411,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
412,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
413,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
414,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
415,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
416,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
417,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
418,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
419,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
420,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
421,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
422,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
423,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
424,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
425,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
426,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
427,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
428,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
429,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
430,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
431,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
432,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
433,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
434,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
435,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
436,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
437,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
438,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
439,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
440,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
441,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
442,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
443,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
444,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
445,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
446,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
447,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
448,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
449,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
450,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
451,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
452,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
453,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
454,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
455,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
456,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
457,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
458,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
459,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
460,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
461,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
462,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
463,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
464,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
465,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
466,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
467,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
468,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
469,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
470,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
471,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
472,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
473,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
474,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
475,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
476,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
477,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
478,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
479,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
480,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
481,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
482,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
483,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
484,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
485,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
486,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
487,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
488,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
489,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
490,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
491,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
492,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
493,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
494,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
495,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
496,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
497,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
498,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
499,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
500,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
501,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
502,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
503,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
504,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
505,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
506,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
507,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
508,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
509,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
510,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
511,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
512,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
513,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
514,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
515,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
516,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
517,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
518,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
519,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
520,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
521,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
522,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
523,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
524,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
525,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
526,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
527,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
528,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
529,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
530,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
531,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
532,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
533,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
534,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
535,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
536,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
537,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
538,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
539,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
540,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
541,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
542,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
543,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
544,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
545,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
546,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
547,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
548,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
549,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
550,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
551,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
552,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
553,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
554,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
555,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
556,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
557,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
558,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
559,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
560,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
561,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
562,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
563,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
564,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
565,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
566,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
567,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
568,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
569,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
570,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
571,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
572,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
573,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
574,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
575,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
576,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
577,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
578,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
579,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
580,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
581,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
582,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
583,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
584,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
585,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
586,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
587,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
