GTS_LANGUAGE_ID,GTS_LANGUAGE_NAME,GTS_LANGUAGE_DESCRIPTION,GTS_LANGUAGE_STATUS
282,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
283,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
284,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
285,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
286,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
287,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
288,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
289,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
290,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
291,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
292,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
293,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
294,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
295,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
296,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
297,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
298,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
299,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
300,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
301,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
302,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
303,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
304,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
305,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
306,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
307,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
308,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
309,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
310,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
311,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
312,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
313,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
314,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
315,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
316,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
317,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
318,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
319,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
320,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
321,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
322,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
323,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
324,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
325,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
326,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
327,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
328,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
329,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
330,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
331,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
332,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
333,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
334,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
335,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
336,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
337,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
338,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
339,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
340,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
341,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
342,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
343,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
344,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
345,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
346,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
347,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
348,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
349,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
350,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
351,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
352,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
353,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
354,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
355,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
356,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
357,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
358,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
359,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
360,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
361,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
362,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
363,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
364,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
365,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
366,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
367,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
368,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
369,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
370,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
371,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
372,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
373,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
374,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
375,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
376,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
377,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
378,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
379,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
380,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
381,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
382,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
383,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
384,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
385,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
386,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
387,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
388,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
389,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
390,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
391,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
392,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
393,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
394,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
395,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
396,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
397,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
398,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
399,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
400,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
401,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
402,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
403,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
404,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
405,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
406,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
407,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
408,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
409,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
410,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
411,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
412,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
413,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
414,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
415,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
416,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
417,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
418,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
419,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
420,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
421,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
422,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
423,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
424,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
425,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
426,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
427,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
428,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
429,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
430,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
431,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
432,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
433,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
434,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
435,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
436,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
437,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
438,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
439,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
440,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
441,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
442,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
443,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
444,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
445,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
446,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
447,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
448,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
449,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
450,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
451,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
452,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
453,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
454,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
455,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
456,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
457,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
458,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
459,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
460,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
461,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
462,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
463,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
464,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
465,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
466,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
467,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
468,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
469,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
470,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
471,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
472,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
473,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
474,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
475,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
476,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
477,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
478,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
479,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
480,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
481,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
482,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
483,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
484,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
485,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
486,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
487,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
488,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
489,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
490,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
491,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
492,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
493,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
494,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
495,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
496,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
497,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
498,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
499,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
500,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
501,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
502,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
503,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
504,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
505,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
506,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
507,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
508,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
509,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
510,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
511,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
512,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
513,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
514,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
515,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
516,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
517,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
518,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
519,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
520,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
521,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
522,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
523,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
524,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
525,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
526,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
527,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
528,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
529,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
530,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
531,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
532,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
533,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
534,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
535,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
536,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
537,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
538,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
539,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
540,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
541,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
542,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
543,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
544,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
545,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
546,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
547,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
548,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
549,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
550,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
551,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
552,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
553,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
554,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
555,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
556,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
557,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
558,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
559,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
560,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
561,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
562,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
